## COIN ASSISTANT BACKUP v2 ##
name,Simulação 5 Anos (Teste de Estresse)
description,Dados Históricos de 2021 a 2025
goal_daily_2021,70
goal_weekly_2021,490
goal_annual_2021,25000
goal_daily_2022,75
goal_weekly_2022,525
goal_annual_2022,28000
goal_daily_2023,80
goal_weekly_2023,560
goal_annual_2023,31000
goal_daily_2024,85
goal_weekly_2024,595
goal_annual_2024,34000
goal_daily_2025,90
goal_weekly_2025,630
goal_annual_2025,37000
## ROWS ##
date,value,description,entryType,monthlyValue,monthCount,period_start,period_end
2023-11-09,424.78,PIX/Cartão Receita Diária,revenue,,,,
2023-11-12,370.46,PIX/Cartão Receita Diária,revenue,,,,
2023-11-13,341.69,PIX/Cartão Receita Diária,revenue,,,,
2023-11-14,346.31,PIX/Cartão Receita Diária,revenue,,,,
2023-11-15,241.59,PIX/Cartão Receita Diária,revenue,,,,
2023-11-18,296.27,PIX/Cartão Receita Diária,revenue,,,,
2023-11-21,477.39,PIX/Cartão Receita Diária,revenue,,,,
2023-11-22,315.79,PIX/Cartão Receita Diária,revenue,,,,
2023-11-23,227.03,PIX/Cartão Receita Diária,revenue,,,,
2023-11-25,311.51,PIX/Cartão Receita Diária,revenue,,,,
2023-11-27,270.6,PIX/Cartão Receita Diária,revenue,,,,
2023-11-30,394.51,PIX/Cartão Receita Diária,revenue,,,,
2023-11-28,1424.95,Aporte Investimento 11/2023,deposit,,,,
2023-12-01,169.62,PIX/Cartão Receita Diária,revenue,,,,
2023-12-02,444.73,PIX/Cartão Receita Diária,revenue,,,,
2023-12-03,263.15,PIX/Cartão Receita Diária,revenue,,,,
2023-12-05,216.19,PIX/Cartão Receita Diária,revenue,,,,
2023-12-06,412.16,PIX/Cartão Receita Diária,revenue,,,,
2023-12-07,320.92,PIX/Cartão Receita Diária,revenue,,,,
2023-12-09,449.36,PIX/Cartão Receita Diária,revenue,,,,
2023-12-10,153.96,PIX/Cartão Receita Diária,revenue,,,,
2023-12-12,363.2,PIX/Cartão Receita Diária,revenue,,,,
2023-12-13,381.16,PIX/Cartão Receita Diária,revenue,,,,
2023-12-14,362.7,PIX/Cartão Receita Diária,revenue,,,,
2023-12-16,251.02,PIX/Cartão Receita Diária,revenue,,,,
2023-12-17,243.85,PIX/Cartão Receita Diária,revenue,,,,
2023-12-18,393.75,PIX/Cartão Receita Diária,revenue,,,,
2023-12-19,385.46,PIX/Cartão Receita Diária,revenue,,,,
2023-12-21,245.08,PIX/Cartão Receita Diária,revenue,,,,
2023-12-22,414.28,PIX/Cartão Receita Diária,revenue,,,,
2023-12-25,160.56,PIX/Cartão Receita Diária,revenue,,,,
2023-12-26,159.45,PIX/Cartão Receita Diária,revenue,,,,
2023-12-27,476.63,PIX/Cartão Receita Diária,revenue,,,,
2023-12-28,203.31,PIX/Cartão Receita Diária,revenue,,,,
2023-12-29,193.85,PIX/Cartão Receita Diária,revenue,,,,
2023-12-30,369.41,PIX/Cartão Receita Diária,revenue,,,,
2023-12-31,158.85,PIX/Cartão Receita Diária,revenue,,,,
2023-12-26,1679.38,Aporte Investimento 12/2023,deposit,,,,
2023-12-09,1294.08,Manutenção Extra,expense,1294.08,1,,
2024-01-01,4186,IPVA 2024,expense,348.83,12,2024-01-01,2024-12-31
2024-01-01,9897,Seguro 2024,expense,824.75,12,2024-01-01,2024-12-31
2024-06-01,15,Férias/Descanso 2024,waiver,,,,
2024-01-01,171.83,PIX/Cartão Receita Diária,revenue,,,,
2024-01-02,196.52,PIX/Cartão Receita Diária,revenue,,,,
2024-01-03,375.42,PIX/Cartão Receita Diária,revenue,,,,
2024-01-04,476.25,PIX/Cartão Receita Diária,revenue,,,,
2024-01-07,448.22,PIX/Cartão Receita Diária,revenue,,,,
2024-01-08,473.13,PIX/Cartão Receita Diária,revenue,,,,
2024-01-09,433.88,PIX/Cartão Receita Diária,revenue,,,,
2024-01-10,394.15,PIX/Cartão Receita Diária,revenue,,,,
2024-01-11,320.58,PIX/Cartão Receita Diária,revenue,,,,
2024-01-12,292.3,PIX/Cartão Receita Diária,revenue,,,,
2024-01-16,357.53,PIX/Cartão Receita Diária,revenue,,,,
2024-01-17,271.55,PIX/Cartão Receita Diária,revenue,,,,
2024-01-18,469.93,PIX/Cartão Receita Diária,revenue,,,,
2024-01-19,189.41,PIX/Cartão Receita Diária,revenue,,,,
2024-01-22,421.49,PIX/Cartão Receita Diária,revenue,,,,
2024-01-24,190.61,PIX/Cartão Receita Diária,revenue,,,,
2024-01-25,446.08,PIX/Cartão Receita Diária,revenue,,,,
2024-01-26,411.12,PIX/Cartão Receita Diária,revenue,,,,
2024-01-27,472.77,PIX/Cartão Receita Diária,revenue,,,,
2024-01-28,329.89,PIX/Cartão Receita Diária,revenue,,,,
2024-01-29,273.67,PIX/Cartão Receita Diária,revenue,,,,
2024-01-31,212.31,PIX/Cartão Receita Diária,revenue,,,,
2024-01-28,1533.39,Aporte Investimento 1/2024,deposit,,,,
2024-02-01,436.99,PIX/Cartão Receita Diária,revenue,,,,
2024-02-02,229.55,PIX/Cartão Receita Diária,revenue,,,,
2024-02-05,228.15,PIX/Cartão Receita Diária,revenue,,,,
2024-02-06,473.67,PIX/Cartão Receita Diária,revenue,,,,
2024-02-07,460.86,PIX/Cartão Receita Diária,revenue,,,,
2024-02-08,330.74,PIX/Cartão Receita Diária,revenue,,,,
2024-02-10,386.24,PIX/Cartão Receita Diária,revenue,,,,
2024-02-11,374.72,PIX/Cartão Receita Diária,revenue,,,,
2024-02-12,475.81,PIX/Cartão Receita Diária,revenue,,,,
2024-02-14,245.38,PIX/Cartão Receita Diária,revenue,,,,
2024-02-15,256.84,PIX/Cartão Receita Diária,revenue,,,,
2024-02-16,170.27,PIX/Cartão Receita Diária,revenue,,,,
2024-02-17,171.51,PIX/Cartão Receita Diária,revenue,,,,
2024-02-18,412.53,PIX/Cartão Receita Diária,revenue,,,,
2024-02-19,253.23,PIX/Cartão Receita Diária,revenue,,,,
2024-02-21,242.04,PIX/Cartão Receita Diária,revenue,,,,
2024-02-22,315.94,PIX/Cartão Receita Diária,revenue,,,,
2024-02-23,416.65,PIX/Cartão Receita Diária,revenue,,,,
2024-02-24,452.93,PIX/Cartão Receita Diária,revenue,,,,
2024-02-25,455.41,PIX/Cartão Receita Diária,revenue,,,,
2024-02-26,243.19,PIX/Cartão Receita Diária,revenue,,,,
2024-02-27,231.51,PIX/Cartão Receita Diária,revenue,,,,
2024-02-28,215.36,PIX/Cartão Receita Diária,revenue,,,,
2024-02-29,316.48,PIX/Cartão Receita Diária,revenue,,,,
2024-02-25,810.69,Aporte Investimento 2/2024,deposit,,,,
2024-03-04,306.05,PIX/Cartão Receita Diária,revenue,,,,
2024-03-05,353.26,PIX/Cartão Receita Diária,revenue,,,,
2024-03-07,195.13,PIX/Cartão Receita Diária,revenue,,,,
2024-03-09,243.68,PIX/Cartão Receita Diária,revenue,,,,
2024-03-10,305.19,PIX/Cartão Receita Diária,revenue,,,,
2024-03-11,382.99,PIX/Cartão Receita Diária,revenue,,,,
2024-03-12,303.44,PIX/Cartão Receita Diária,revenue,,,,
2024-03-14,156.1,PIX/Cartão Receita Diária,revenue,,,,
2024-03-16,291.31,PIX/Cartão Receita Diária,revenue,,,,
2024-03-17,437.34,PIX/Cartão Receita Diária,revenue,,,,
2024-03-18,456.74,PIX/Cartão Receita Diária,revenue,,,,
2024-03-19,386.72,PIX/Cartão Receita Diária,revenue,,,,
2024-03-20,277.13,PIX/Cartão Receita Diária,revenue,,,,
2024-03-23,205.16,PIX/Cartão Receita Diária,revenue,,,,
2024-03-24,284.98,PIX/Cartão Receita Diária,revenue,,,,
2024-03-25,233.74,PIX/Cartão Receita Diária,revenue,,,,
2024-03-26,465.45,PIX/Cartão Receita Diária,revenue,,,,
2024-03-28,263.9,PIX/Cartão Receita Diária,revenue,,,,
2024-03-30,252.79,PIX/Cartão Receita Diária,revenue,,,,
2024-03-31,162.53,PIX/Cartão Receita Diária,revenue,,,,
2024-03-28,779.27,Aporte Investimento 3/2024,deposit,,,,
2024-03-12,1828.07,Manutenção Extra,expense,1828.07,1,,
2024-04-01,215.36,PIX/Cartão Receita Diária,revenue,,,,
2024-04-02,342.0,PIX/Cartão Receita Diária,revenue,,,,
2024-04-03,308.08,PIX/Cartão Receita Diária,revenue,,,,
2024-04-04,163.85,PIX/Cartão Receita Diária,revenue,,,,
2024-04-05,302.27,PIX/Cartão Receita Diária,revenue,,,,
2024-04-06,459.43,PIX/Cartão Receita Diária,revenue,,,,
2024-04-07,346.34,PIX/Cartão Receita Diária,revenue,,,,
2024-04-08,209.66,PIX/Cartão Receita Diária,revenue,,,,
2024-04-09,210.31,PIX/Cartão Receita Diária,revenue,,,,
2024-04-11,291.15,PIX/Cartão Receita Diária,revenue,,,,
2024-04-12,393.64,PIX/Cartão Receita Diária,revenue,,,,
2024-04-13,463.85,PIX/Cartão Receita Diária,revenue,,,,
2024-04-14,456.65,PIX/Cartão Receita Diária,revenue,,,,
2024-04-15,258.99,PIX/Cartão Receita Diária,revenue,,,,
2024-04-17,395.13,PIX/Cartão Receita Diária,revenue,,,,
2024-04-19,170.45,PIX/Cartão Receita Diária,revenue,,,,
2024-04-20,468.15,PIX/Cartão Receita Diária,revenue,,,,
2024-04-21,343.82,PIX/Cartão Receita Diária,revenue,,,,
2024-04-22,238.26,PIX/Cartão Receita Diária,revenue,,,,
2024-04-24,409.98,PIX/Cartão Receita Diária,revenue,,,,
2024-04-28,230.59,PIX/Cartão Receita Diária,revenue,,,,
2024-04-29,407.48,PIX/Cartão Receita Diária,revenue,,,,
2024-04-28,1292.29,Aporte Investimento 4/2024,deposit,,,,
2024-04-07,1684.24,Manutenção Extra,expense,1684.24,1,,
2024-05-01,194.45,PIX/Cartão Receita Diária,revenue,,,,
2024-05-04,325.42,PIX/Cartão Receita Diária,revenue,,,,
2024-05-05,414.08,PIX/Cartão Receita Diária,revenue,,,,
2024-05-06,280.6,PIX/Cartão Receita Diária,revenue,,,,
2024-05-07,433.78,PIX/Cartão Receita Diária,revenue,,,,
2024-05-08,156.71,PIX/Cartão Receita Diária,revenue,,,,
2024-05-09,241.71,PIX/Cartão Receita Diária,revenue,,,,
2024-05-11,216.79,PIX/Cartão Receita Diária,revenue,,,,
2024-05-13,231.88,PIX/Cartão Receita Diária,revenue,,,,
2024-05-14,335.34,PIX/Cartão Receita Diária,revenue,,,,
2024-05-15,150.56,PIX/Cartão Receita Diária,revenue,,,,
2024-05-16,206.26,PIX/Cartão Receita Diária,revenue,,,,
2024-05-18,188.25,PIX/Cartão Receita Diária,revenue,,,,
2024-05-19,386.58,PIX/Cartão Receita Diária,revenue,,,,
2024-05-22,163.7,PIX/Cartão Receita Diária,revenue,,,,
2024-05-23,406.14,PIX/Cartão Receita Diária,revenue,,,,
2024-05-25,311.68,PIX/Cartão Receita Diária,revenue,,,,
2024-05-26,427.84,PIX/Cartão Receita Diária,revenue,,,,
2024-05-28,293.95,PIX/Cartão Receita Diária,revenue,,,,
2024-05-29,244.95,PIX/Cartão Receita Diária,revenue,,,,
2024-05-30,184.77,PIX/Cartão Receita Diária,revenue,,,,
2024-05-31,166.73,PIX/Cartão Receita Diária,revenue,,,,
2024-05-27,662.38,Aporte Investimento 5/2024,deposit,,,,
2024-06-01,446.6,PIX/Cartão Receita Diária,revenue,,,,
2024-06-02,325.02,PIX/Cartão Receita Diária,revenue,,,,
2024-06-04,402.98,PIX/Cartão Receita Diária,revenue,,,,
2024-06-05,175.15,PIX/Cartão Receita Diária,revenue,,,,
2024-06-06,250.55,PIX/Cartão Receita Diária,revenue,,,,
2024-06-07,348.36,PIX/Cartão Receita Diária,revenue,,,,
2024-06-10,398.02,PIX/Cartão Receita Diária,revenue,,,,
2024-06-11,409.44,PIX/Cartão Receita Diária,revenue,,,,
2024-06-13,385.42,PIX/Cartão Receita Diária,revenue,,,,
2024-06-14,179.61,PIX/Cartão Receita Diária,revenue,,,,
2024-06-15,347.7,PIX/Cartão Receita Diária,revenue,,,,
2024-06-16,396.91,PIX/Cartão Receita Diária,revenue,,,,
2024-06-17,326.95,PIX/Cartão Receita Diária,revenue,,,,
2024-06-18,424.57,PIX/Cartão Receita Diária,revenue,,,,
2024-06-20,268.54,PIX/Cartão Receita Diária,revenue,,,,
2024-06-23,256.99,PIX/Cartão Receita Diária,revenue,,,,
2024-06-24,356.81,PIX/Cartão Receita Diária,revenue,,,,
2024-06-25,308.41,PIX/Cartão Receita Diária,revenue,,,,
2024-06-26,192.17,PIX/Cartão Receita Diária,revenue,,,,
2024-06-27,333.58,PIX/Cartão Receita Diária,revenue,,,,
2024-06-28,269.57,PIX/Cartão Receita Diária,revenue,,,,
2024-06-29,353.74,PIX/Cartão Receita Diária,revenue,,,,
2024-06-27,1549.89,Aporte Investimento 6/2024,deposit,,,,
2024-07-02,151.3,PIX/Cartão Receita Diária,revenue,,,,
2024-07-03,204.67,PIX/Cartão Receita Diária,revenue,,,,
2024-07-04,156.27,PIX/Cartão Receita Diária,revenue,,,,
2024-07-05,211.75,PIX/Cartão Receita Diária,revenue,,,,
2024-07-06,190.04,PIX/Cartão Receita Diária,revenue,,,,
2024-07-07,214.44,PIX/Cartão Receita Diária,revenue,,,,
2024-07-09,429.11,PIX/Cartão Receita Diária,revenue,,,,
2024-07-11,320.91,PIX/Cartão Receita Diária,revenue,,,,
2024-07-13,436.94,PIX/Cartão Receita Diária,revenue,,,,
2024-07-14,285.66,PIX/Cartão Receita Diária,revenue,,,,
2024-07-15,453.64,PIX/Cartão Receita Diária,revenue,,,,
2024-07-17,270.21,PIX/Cartão Receita Diária,revenue,,,,
2024-07-18,321.27,PIX/Cartão Receita Diária,revenue,,,,
2024-07-19,183.56,PIX/Cartão Receita Diária,revenue,,,,
2024-07-20,287.64,PIX/Cartão Receita Diária,revenue,,,,
2024-07-21,161.46,PIX/Cartão Receita Diária,revenue,,,,
2024-07-22,455.31,PIX/Cartão Receita Diária,revenue,,,,
2024-07-23,379.79,PIX/Cartão Receita Diária,revenue,,,,
2024-07-25,325.17,PIX/Cartão Receita Diária,revenue,,,,
2024-07-26,303.42,PIX/Cartão Receita Diária,revenue,,,,
2024-07-27,200.23,PIX/Cartão Receita Diária,revenue,,,,
2024-07-28,413.92,PIX/Cartão Receita Diária,revenue,,,,
2024-07-29,263.34,PIX/Cartão Receita Diária,revenue,,,,
2024-07-30,354.51,PIX/Cartão Receita Diária,revenue,,,,
2024-07-31,227.8,PIX/Cartão Receita Diária,revenue,,,,
2024-07-26,1220.72,Aporte Investimento 7/2024,deposit,,,,
2024-08-02,342.34,PIX/Cartão Receita Diária,revenue,,,,
2024-08-03,389.04,PIX/Cartão Receita Diária,revenue,,,,
2024-08-04,414.96,PIX/Cartão Receita Diária,revenue,,,,
2024-08-05,365.37,PIX/Cartão Receita Diária,revenue,,,,
2024-08-06,239.97,PIX/Cartão Receita Diária,revenue,,,,
2024-08-07,161.7,PIX/Cartão Receita Diária,revenue,,,,
2024-08-08,477.51,PIX/Cartão Receita Diária,revenue,,,,
2024-08-14,362.86,PIX/Cartão Receita Diária,revenue,,,,
2024-08-15,164.13,PIX/Cartão Receita Diária,revenue,,,,
2024-08-16,371.25,PIX/Cartão Receita Diária,revenue,,,,
2024-08-17,370.56,PIX/Cartão Receita Diária,revenue,,,,
2024-08-18,407.44,PIX/Cartão Receita Diária,revenue,,,,
2024-08-20,457.48,PIX/Cartão Receita Diária,revenue,,,,
2024-08-21,313.44,PIX/Cartão Receita Diária,revenue,,,,
2024-08-22,451.0,PIX/Cartão Receita Diária,revenue,,,,
2024-08-23,213.22,PIX/Cartão Receita Diária,revenue,,,,
2024-08-24,268.07,PIX/Cartão Receita Diária,revenue,,,,
2024-08-26,396.33,PIX/Cartão Receita Diária,revenue,,,,
2024-08-27,456.79,PIX/Cartão Receita Diária,revenue,,,,
2024-08-28,258.29,PIX/Cartão Receita Diária,revenue,,,,
2024-08-30,446.38,PIX/Cartão Receita Diária,revenue,,,,
2024-08-31,219.56,PIX/Cartão Receita Diária,revenue,,,,
2024-08-27,1059.3,Aporte Investimento 8/2024,deposit,,,,
2024-08-20,1951.72,Manutenção Extra,expense,1951.72,1,,
2024-09-02,165.06,PIX/Cartão Receita Diária,revenue,,,,
2024-09-03,183.52,PIX/Cartão Receita Diária,revenue,,,,
2024-09-04,184.7,PIX/Cartão Receita Diária,revenue,,,,
2024-09-05,452.66,PIX/Cartão Receita Diária,revenue,,,,
2024-09-07,405.2,PIX/Cartão Receita Diária,revenue,,,,
2024-09-08,304.3,PIX/Cartão Receita Diária,revenue,,,,
2024-09-09,193.45,PIX/Cartão Receita Diária,revenue,,,,
2024-09-10,431.92,PIX/Cartão Receita Diária,revenue,,,,
2024-09-11,402.54,PIX/Cartão Receita Diária,revenue,,,,
2024-09-12,243.51,PIX/Cartão Receita Diária,revenue,,,,
2024-09-13,432.07,PIX/Cartão Receita Diária,revenue,,,,
2024-09-14,434.24,PIX/Cartão Receita Diária,revenue,,,,
2024-09-15,389.54,PIX/Cartão Receita Diária,revenue,,,,
2024-09-16,358.43,PIX/Cartão Receita Diária,revenue,,,,
2024-09-17,165.72,PIX/Cartão Receita Diária,revenue,,,,
2024-09-21,203.36,PIX/Cartão Receita Diária,revenue,,,,
2024-09-22,200.91,PIX/Cartão Receita Diária,revenue,,,,
2024-09-24,322.82,PIX/Cartão Receita Diária,revenue,,,,
2024-09-25,353.12,PIX/Cartão Receita Diária,revenue,,,,
2024-09-26,319.92,PIX/Cartão Receita Diária,revenue,,,,
2024-09-27,338.85,PIX/Cartão Receita Diária,revenue,,,,
2024-09-29,200.57,PIX/Cartão Receita Diária,revenue,,,,
2024-09-30,431.27,PIX/Cartão Receita Diária,revenue,,,,
2024-09-25,945.27,Aporte Investimento 9/2024,deposit,,,,
2024-09-19,1275.82,Manutenção Extra,expense,1275.82,1,,
2024-10-02,387.1,PIX/Cartão Receita Diária,revenue,,,,
2024-10-03,159.64,PIX/Cartão Receita Diária,revenue,,,,
2024-10-04,361.01,PIX/Cartão Receita Diária,revenue,,,,
2024-10-07,306.77,PIX/Cartão Receita Diária,revenue,,,,
2024-10-08,457.46,PIX/Cartão Receita Diária,revenue,,,,
2024-10-09,433.08,PIX/Cartão Receita Diária,revenue,,,,
2024-10-10,282.45,PIX/Cartão Receita Diária,revenue,,,,
2024-10-11,402.29,PIX/Cartão Receita Diária,revenue,,,,
2024-10-12,297.99,PIX/Cartão Receita Diária,revenue,,,,
2024-10-14,314.02,PIX/Cartão Receita Diária,revenue,,,,
2024-10-15,279.17,PIX/Cartão Receita Diária,revenue,,,,
2024-10-16,332.58,PIX/Cartão Receita Diária,revenue,,,,
2024-10-17,356.52,PIX/Cartão Receita Diária,revenue,,,,
2024-10-18,421.51,PIX/Cartão Receita Diária,revenue,,,,
2024-10-19,305.52,PIX/Cartão Receita Diária,revenue,,,,
2024-10-20,282.06,PIX/Cartão Receita Diária,revenue,,,,
2024-10-21,364.44,PIX/Cartão Receita Diária,revenue,,,,
2024-10-24,167.96,PIX/Cartão Receita Diária,revenue,,,,
2024-10-25,180.1,PIX/Cartão Receita Diária,revenue,,,,
2024-10-27,424.1,PIX/Cartão Receita Diária,revenue,,,,
2024-10-28,234.86,PIX/Cartão Receita Diária,revenue,,,,
2024-10-29,306.26,PIX/Cartão Receita Diária,revenue,,,,
2024-10-30,288.79,PIX/Cartão Receita Diária,revenue,,,,
2024-10-31,397.84,PIX/Cartão Receita Diária,revenue,,,,
2024-10-26,1762.62,Aporte Investimento 10/2024,deposit,,,,
2024-11-01,366.52,PIX/Cartão Receita Diária,revenue,,,,
2024-11-03,300.72,PIX/Cartão Receita Diária,revenue,,,,
2024-11-04,266.69,PIX/Cartão Receita Diária,revenue,,,,
2024-11-05,330.43,PIX/Cartão Receita Diária,revenue,,,,
2024-11-06,448.47,PIX/Cartão Receita Diária,revenue,,,,
2024-11-10,406.36,PIX/Cartão Receita Diária,revenue,,,,
2024-11-11,369.8,PIX/Cartão Receita Diária,revenue,,,,
2024-11-12,346.64,PIX/Cartão Receita Diária,revenue,,,,
2024-11-13,157.03,PIX/Cartão Receita Diária,revenue,,,,
2024-11-15,462.04,PIX/Cartão Receita Diária,revenue,,,,
2024-11-16,423.07,PIX/Cartão Receita Diária,revenue,,,,
2024-11-17,296.05,PIX/Cartão Receita Diária,revenue,,,,
2024-11-20,232.15,PIX/Cartão Receita Diária,revenue,,,,
2024-11-21,165.36,PIX/Cartão Receita Diária,revenue,,,,
2024-11-23,239.71,PIX/Cartão Receita Diária,revenue,,,,
2024-11-24,183.49,PIX/Cartão Receita Diária,revenue,,,,
2024-11-25,444.2,PIX/Cartão Receita Diária,revenue,,,,
2024-11-26,173.88,PIX/Cartão Receita Diária,revenue,,,,
2024-11-27,212.46,PIX/Cartão Receita Diária,revenue,,,,
2024-11-28,209.89,PIX/Cartão Receita Diária,revenue,,,,
2024-11-29,415.1,PIX/Cartão Receita Diária,revenue,,,,
2024-11-30,280.48,PIX/Cartão Receita Diária,revenue,,,,
2024-11-25,1009.39,Aporte Investimento 11/2024,deposit,,,,
2024-12-01,320.36,PIX/Cartão Receita Diária,revenue,,,,
2024-12-02,268.32,PIX/Cartão Receita Diária,revenue,,,,
2024-12-03,282.36,PIX/Cartão Receita Diária,revenue,,,,
2024-12-04,243.44,PIX/Cartão Receita Diária,revenue,,,,
2024-12-05,213.57,PIX/Cartão Receita Diária,revenue,,,,
2024-12-06,186.48,PIX/Cartão Receita Diária,revenue,,,,
2024-12-07,165.16,PIX/Cartão Receita Diária,revenue,,,,
2024-12-09,369.09,PIX/Cartão Receita Diária,revenue,,,,
2024-12-12,339.96,PIX/Cartão Receita Diária,revenue,,,,
2024-12-14,158.84,PIX/Cartão Receita Diária,revenue,,,,
2024-12-16,285.26,PIX/Cartão Receita Diária,revenue,,,,
2024-12-17,470.42,PIX/Cartão Receita Diária,revenue,,,,
2024-12-20,430.4,PIX/Cartão Receita Diária,revenue,,,,
2024-12-22,279.38,PIX/Cartão Receita Diária,revenue,,,,
2024-12-23,286.66,PIX/Cartão Receita Diária,revenue,,,,
2024-12-24,472.58,PIX/Cartão Receita Diária,revenue,,,,
2024-12-25,270.51,PIX/Cartão Receita Diária,revenue,,,,
2024-12-26,359.88,PIX/Cartão Receita Diária,revenue,,,,
2024-12-27,267.1,PIX/Cartão Receita Diária,revenue,,,,
2024-12-28,310.8,PIX/Cartão Receita Diária,revenue,,,,
2024-12-29,240.65,PIX/Cartão Receita Diária,revenue,,,,
2024-12-30,187.2,PIX/Cartão Receita Diária,revenue,,,,
2024-12-27,1188.07,Aporte Investimento 12/2024,deposit,,,,
2024-12-12,1764.9,Manutenção Extra,expense,1764.9,1,,
2025-01-01,5455,IPVA 2025,expense,454.58,12,2025-01-01,2025-12-31
2025-01-01,9560,Seguro 2025,expense,796.67,12,2025-01-01,2025-12-31
2025-04-06,13,Férias/Descanso 2025,waiver,,,,
2025-01-01,448.47,PIX/Cartão Receita Diária,revenue,,,,
2025-01-02,398.2,PIX/Cartão Receita Diária,revenue,,,,
2025-01-03,371.11,PIX/Cartão Receita Diária,revenue,,,,
2025-01-04,247.83,PIX/Cartão Receita Diária,revenue,,,,
2025-01-06,399.52,PIX/Cartão Receita Diária,revenue,,,,
2025-01-08,195.46,PIX/Cartão Receita Diária,revenue,,,,
2025-01-13,440.35,PIX/Cartão Receita Diária,revenue,,,,
2025-01-14,201.97,PIX/Cartão Receita Diária,revenue,,,,
2025-01-15,225.72,PIX/Cartão Receita Diária,revenue,,,,
2025-01-16,253.56,PIX/Cartão Receita Diária,revenue,,,,
2025-01-17,476.8,PIX/Cartão Receita Diária,revenue,,,,
2025-01-18,310.54,PIX/Cartão Receita Diária,revenue,,,,
2025-01-21,182.91,PIX/Cartão Receita Diária,revenue,,,,
2025-01-23,228.46,PIX/Cartão Receita Diária,revenue,,,,
2025-01-24,309.83,PIX/Cartão Receita Diária,revenue,,,,
2025-01-25,457.94,PIX/Cartão Receita Diária,revenue,,,,
2025-01-28,252.93,PIX/Cartão Receita Diária,revenue,,,,
2025-01-29,428.85,PIX/Cartão Receita Diária,revenue,,,,
2025-01-30,270.39,PIX/Cartão Receita Diária,revenue,,,,
2025-01-31,191.47,PIX/Cartão Receita Diária,revenue,,,,
2025-01-27,1416.97,Aporte Investimento 1/2025,deposit,,,,
2025-02-01,183.93,PIX/Cartão Receita Diária,revenue,,,,
2025-02-05,457.29,PIX/Cartão Receita Diária,revenue,,,,
2025-02-06,383.45,PIX/Cartão Receita Diária,revenue,,,,
2025-02-07,337.28,PIX/Cartão Receita Diária,revenue,,,,
2025-02-09,462.21,PIX/Cartão Receita Diária,revenue,,,,
2025-02-10,424.46,PIX/Cartão Receita Diária,revenue,,,,
2025-02-11,325.83,PIX/Cartão Receita Diária,revenue,,,,
2025-02-12,448.31,PIX/Cartão Receita Diária,revenue,,,,
2025-02-13,452.64,PIX/Cartão Receita Diária,revenue,,,,
2025-02-17,321.74,PIX/Cartão Receita Diária,revenue,,,,
2025-02-18,193.14,PIX/Cartão Receita Diária,revenue,,,,
2025-02-19,417.15,PIX/Cartão Receita Diária,revenue,,,,
2025-02-20,282.5,PIX/Cartão Receita Diária,revenue,,,,
2025-02-21,226.31,PIX/Cartão Receita Diária,revenue,,,,
2025-02-22,257.74,PIX/Cartão Receita Diária,revenue,,,,
2025-02-23,202.92,PIX/Cartão Receita Diária,revenue,,,,
2025-02-25,447.25,PIX/Cartão Receita Diária,revenue,,,,
2025-02-26,349.73,PIX/Cartão Receita Diária,revenue,,,,
2025-02-26,751.52,Aporte Investimento 2/2025,deposit,,,,
2025-03-03,339.17,PIX/Cartão Receita Diária,revenue,,,,
2025-03-05,309.01,PIX/Cartão Receita Diária,revenue,,,,
2025-03-06,255.49,PIX/Cartão Receita Diária,revenue,,,,
2025-03-07,199.5,PIX/Cartão Receita Diária,revenue,,,,
2025-03-08,387.59,PIX/Cartão Receita Diária,revenue,,,,
2025-03-10,182.98,PIX/Cartão Receita Diária,revenue,,,,
2025-03-11,378.36,PIX/Cartão Receita Diária,revenue,,,,
2025-03-12,446.89,PIX/Cartão Receita Diária,revenue,,,,
2025-03-13,469.34,PIX/Cartão Receita Diária,revenue,,,,
2025-03-14,319.01,PIX/Cartão Receita Diária,revenue,,,,
2025-03-15,470.44,PIX/Cartão Receita Diária,revenue,,,,
2025-03-16,198.54,PIX/Cartão Receita Diária,revenue,,,,
2025-03-18,316.44,PIX/Cartão Receita Diária,revenue,,,,
2025-03-19,162.04,PIX/Cartão Receita Diária,revenue,,,,
2025-03-20,365.28,PIX/Cartão Receita Diária,revenue,,,,
2025-03-21,231.39,PIX/Cartão Receita Diária,revenue,,,,
2025-03-22,434.1,PIX/Cartão Receita Diária,revenue,,,,
2025-03-23,182.9,PIX/Cartão Receita Diária,revenue,,,,
2025-03-24,276.31,PIX/Cartão Receita Diária,revenue,,,,
2025-03-25,429.29,PIX/Cartão Receita Diária,revenue,,,,
2025-03-26,212.14,PIX/Cartão Receita Diária,revenue,,,,
2025-03-27,350.29,PIX/Cartão Receita Diária,revenue,,,,
2025-03-29,245.97,PIX/Cartão Receita Diária,revenue,,,,
2025-03-31,397.79,PIX/Cartão Receita Diária,revenue,,,,
2025-03-26,1715.64,Aporte Investimento 3/2025,deposit,,,,
2025-04-02,191.18,PIX/Cartão Receita Diária,revenue,,,,
2025-04-04,302.73,PIX/Cartão Receita Diária,revenue,,,,
2025-04-06,410.81,PIX/Cartão Receita Diária,revenue,,,,
2025-04-07,444.94,PIX/Cartão Receita Diária,revenue,,,,
2025-04-08,455.58,PIX/Cartão Receita Diária,revenue,,,,
2025-04-09,399.36,PIX/Cartão Receita Diária,revenue,,,,
