date,value,description,entryType,category,tags,metadata_json
2019-07-14,275.00,"Abastecimento Posto Shell CAR01 (86350 km)",expense,"Frotas & Veículos","cpk,weibull,ubi,tco_vehicle","{""idveiculo"":""CAR01"",""perfil_msrp"":65000,""odometer"":86350}"
2019-07-27,297.00,"Abastecimento Posto Ipiranga CAR01 (87250 km)",expense,"Frotas & Veículos","cpk,weibull,ubi,tco_vehicle","{""idveiculo"":""CAR01"",""perfil_msrp"":65000,""odometer"":87250}"
2019-08-05,74000.00,"Faturamento PME Mensal 8/2019",revenue,"Receita de Vendas","ncg,welford,rolling_margin","{""massa_salarial_12"":116000,""receita_bruta_12"":888000}"
2019-08-08,8700.00,"Folha Pro-Labore Administrador 8/2019",expense,"Retiradas","fator_r,irpf_2026,simples_nacional","{""massa_salarial_12"":116000,""receita_bruta_12"":888000}"
2019-08-12,3155.00,"Financiamento Imóvel SAC Parcela 44/120",expense,"Imóveis","sistema_sac,cap_rate,ross_heidecke","{""property_value"":350000,""monthly_rent"":2100,""installment_no"":44,""interest_paid"":1155}"
2019-08-18,4000.00,"Aporte Fundo Offshore Swissquote 8/2019",deposit,"Investimentos Externos","fbar,fatca,sankey,monte_carlo","{""jurisdicao_pais"":""Suiça"",""moeda"":""USD""}"
2019-08-14,280.00,"Abastecimento Posto Shell CAR01 (88100 km)",expense,"Frotas & Veículos","cpk,weibull,ubi,tco_vehicle","{""idveiculo"":""CAR01"",""perfil_msrp"":65000,""odometer"":88100}"
2019-08-27,303.00,"Abastecimento Posto Ipiranga CAR01 (89000 km)",expense,"Frotas & Veículos","cpk,weibull,ubi,tco_vehicle","{""idveiculo"":""CAR01"",""perfil_msrp"":65000,""odometer"":89000}"
2019-09-05,69000.00,"Faturamento PME Mensal 9/2019",revenue,"Receita de Vendas","ncg,welford,rolling_margin","{""massa_salarial_12"":116000,""receita_bruta_12"":828000}"
2019-09-08,8700.00,"Folha Pro-Labore Administrador 9/2019",expense,"Retiradas","fator_r,irpf_2026,simples_nacional","{""massa_salarial_12"":116000,""receita_bruta_12"":828000}"
2019-09-12,3140.00,"Financiamento Imóvel SAC Parcela 45/120",expense,"Imóveis","sistema_sac,cap_rate,ross_heidecke","{""property_value"":350000,""monthly_rent"":2100,""installment_no"":45,""interest_paid"":1140}"
2019-09-18,4000.00,"Aporte Fundo Offshore Swissquote 9/2019",deposit,"Investimentos Externos","fbar,fatca,sankey,monte_carlo","{""jurisdicao_pais"":""Suiça"",""moeda"":""USD""}"
2019-09-14,285.00,"Abastecimento Posto Shell CAR01 (89850 km)",expense,"Frotas & Veículos","cpk,weibull,ubi,tco_vehicle","{""idveiculo"":""CAR01"",""perfil_msrp"":65000,""odometer"":89850}"
2019-09-27,309.00,"Abastecimento Posto Ipiranga CAR01 (90750 km)",expense,"Frotas & Veículos","cpk,weibull,ubi,tco_vehicle","{""idveiculo"":""CAR01"",""perfil_msrp"":65000,""odometer"":90750}"
2019-09-22,4700.00,"Depósito Judicial Trabalhista (ADC 58) Q3/2019",deposit,"Ações Judiciais","taxa_legal,adc_58,simples_nacional","{""data_ajuizamento"":""2018-04-10"",""data_vencimento"":""2019-01-15""}"
2019-10-05,71500.00,"Faturamento PME Mensal 10/2019",revenue,"Receita de Vendas","ncg,welford,rolling_margin","{""massa_salarial_12"":116000,""receita_bruta_12"":858000}"
2019-10-08,8700.00,"Folha Pro-Labore Administrador 10/2019",expense,"Retiradas","fator_r,irpf_2026,simples_nacional","{""massa_salarial_12"":116000,""receita_bruta_12"":858000}"
2019-10-12,3125.00,"Financiamento Imóvel SAC Parcela 46/120",expense,"Imóveis","sistema_sac,cap_rate,ross_heidecke","{""property_value"":350000,""monthly_rent"":2100,""installment_no"":46,""interest_paid"":1125}"
2019-10-18,4000.00,"Aporte Fundo Offshore Swissquote 10/2019",deposit,"Investimentos Externos","fbar,fatca,sankey,monte_carlo","{""jurisdicao_pais"":""Suiça"",""moeda"":""USD""}"
2019-10-14,290.00,"Abastecimento Posto Shell CAR01 (91600 km)",expense,"Frotas & Veículos","cpk,weibull,ubi,tco_vehicle","{""idveiculo"":""CAR01"",""perfil_msrp"":65000,""odometer"":91600}"
2019-10-27,315.00,"Abastecimento Posto Ipiranga CAR01 (92500 km)",expense,"Frotas & Veículos","cpk,weibull,ubi,tco_vehicle","{""idveiculo"":""CAR01"",""perfil_msrp"":65000,""odometer"":92500}"
2019-11-05,74000.00,"Faturamento PME Mensal 11/2019",revenue,"Receita de Vendas","ncg,welford,rolling_margin","{""massa_salarial_12"":116000,""receita_bruta_12"":888000}"
2019-11-08,8700.00,"Folha Pro-Labore Administrador 11/2019",expense,"Retiradas","fator_r,irpf_2026,simples_nacional","{""massa_salarial_12"":116000,""receita_bruta_12"":888000}"
2019-11-12,3110.00,"Financiamento Imóvel SAC Parcela 47/120",expense,"Imóveis","sistema_sac,cap_rate,ross_heidecke","{""property_value"":350000,""monthly_rent"":2100,""installment_no"":47,""interest_paid"":1110}"
2019-11-18,4000.00,"Aporte Fundo Offshore Swissquote 11/2019",deposit,"Investimentos Externos","fbar,fatca,sankey,monte_carlo","{""jurisdicao_pais"":""Suiça"",""moeda"":""USD""}"
2019-11-14,295.00,"Abastecimento Posto Shell CAR01 (93350 km)",expense,"Frotas & Veículos","cpk,weibull,ubi,tco_vehicle","{""idveiculo"":""CAR01"",""perfil_msrp"":65000,""odometer"":93350}"
2019-11-27,321.00,"Abastecimento Posto Ipiranga CAR01 (94250 km)",expense,"Frotas & Veículos","cpk,weibull,ubi,tco_vehicle","{""idveiculo"":""CAR01"",""perfil_msrp"":65000,""odometer"":94250}"
2019-12-05,69000.00,"Faturamento PME Mensal 12/2019",revenue,"Receita de Vendas","ncg,welford,rolling_margin","{""massa_salarial_12"":116000,""receita_bruta_12"":828000}"
2019-12-08,8700.00,"Folha Pro-Labore Administrador 12/2019",expense,"Retiradas","fator_r,irpf_2026,simples_nacional","{""massa_salarial_12"":116000,""receita_bruta_12"":828000}"
2019-12-12,3095.00,"Financiamento Imóvel SAC Parcela 48/120",expense,"Imóveis","sistema_sac,cap_rate,ross_heidecke","{""property_value"":350000,""monthly_rent"":2100,""installment_no"":48,""interest_paid"":1095}"
2019-12-18,4000.00,"Aporte Fundo Offshore Swissquote 12/2019",deposit,"Investimentos Externos","fbar,fatca,sankey,monte_carlo","{""jurisdicao_pais"":""Suiça"",""moeda"":""USD""}"
2019-12-14,300.00,"Abastecimento Posto Shell CAR01 (95100 km)",expense,"Frotas & Veículos","cpk,weibull,ubi,tco_vehicle","{""idveiculo"":""CAR01"",""perfil_msrp"":65000,""odometer"":95100}"
2019-12-27,327.00,"Abastecimento Posto Ipiranga CAR01 (96000 km)",expense,"Frotas & Veículos","cpk,weibull,ubi,tco_vehicle","{""idveiculo"":""CAR01"",""perfil_msrp"":65000,""odometer"":96000}"
2019-12-22,4700.00,"Depósito Judicial Trabalhista (ADC 58) Q4/2019",deposit,"Ações Judiciais","taxa_legal,adc_58,simples_nacional","{""data_ajuizamento"":""2018-04-10"",""data_vencimento"":""2019-01-15""}"
2020-01-05,79500.00,"Faturamento PME Mensal 1/2020",revenue,"Receita de Vendas","ncg,welford,rolling_margin","{""massa_salarial_12"":128000,""receita_bruta_12"":954000}"
2020-01-08,9600.00,"Folha Pro-Labore Administrador 1/2020",expense,"Retiradas","fator_r,irpf_2026,simples_nacional","{""massa_salarial_12"":128000,""receita_bruta_12"":954000}"
2020-01-12,3080.00,"Financiamento Imóvel SAC Parcela 49/120",expense,"Imóveis","sistema_sac,cap_rate,ross_heidecke","{""property_value"":350000,""monthly_rent"":2100,""installment_no"":49,""interest_paid"":1080}"
2020-01-18,4500.00,"Aporte Fundo Offshore Swissquote 1/2020",deposit,"Investimentos Externos","fbar,fatca,sankey,monte_carlo","{""jurisdicao_pais"":""Suiça"",""moeda"":""USD""}"
2020-01-14,245.00,"Abastecimento Posto Shell CAR01 (96850 km)",expense,"Frotas & Veículos","cpk,weibull,ubi,tco_vehicle","{""idveiculo"":""CAR01"",""perfil_msrp"":65000,""odometer"":96850}"
2020-01-27,261.00,"Abastecimento Posto Ipiranga CAR01 (97750 km)",expense,"Frotas & Veículos","cpk,weibull,ubi,tco_vehicle","{""idveiculo"":""CAR01"",""perfil_msrp"":65000,""odometer"":97750}"
2020-02-05,82000.00,"Faturamento PME Mensal 2/2020",revenue,"Receita de Vendas","ncg,welford,rolling_margin","{""massa_salarial_12"":128000,""receita_bruta_12"":984000}"
2020-02-08,9600.00,"Folha Pro-Labore Administrador 2/2020",expense,"Retiradas","fator_r,irpf_2026,simples_nacional","{""massa_salarial_12"":128000,""receita_bruta_12"":984000}"
2020-02-12,3065.00,"Financiamento Imóvel SAC Parcela 50/120",expense,"Imóveis","sistema_sac,cap_rate,ross_heidecke","{""property_value"":350000,""monthly_rent"":2100,""installment_no"":50,""interest_paid"":1065}"
2020-02-18,4500.00,"Aporte Fundo Offshore Swissquote 2/2020",deposit,"Investimentos Externos","fbar,fatca,sankey,monte_carlo","{""jurisdicao_pais"":""Suiça"",""moeda"":""USD""}"
2020-02-14,250.00,"Abastecimento Posto Shell CAR01 (98600 km)",expense,"Frotas & Veículos","cpk,weibull,ubi,tco_vehicle","{""idveiculo"":""CAR01"",""perfil_msrp"":65000,""odometer"":98600}"
2020-02-27,267.00,"Abastecimento Posto Ipiranga CAR01 (99500 km)",expense,"Frotas & Veículos","cpk,weibull,ubi,tco_vehicle","{""idveiculo"":""CAR01"",""perfil_msrp"":65000,""odometer"":99500}"
2020-03-05,77000.00,"Faturamento PME Mensal 3/2020",revenue,"Receita de Vendas","ncg,welford,rolling_margin","{""massa_salarial_12"":128000,""receita_bruta_12"":924000}"
2020-03-08,9600.00,"Folha Pro-Labore Administrador 3/2020",expense,"Retiradas","fator_r,irpf_2026,simples_nacional","{""massa_salarial_12"":128000,""receita_bruta_12"":924000}"
2020-03-12,3050.00,"Financiamento Imóvel SAC Parcela 51/120",expense,"Imóveis","sistema_sac,cap_rate,ross_heidecke","{""property_value"":350000,""monthly_rent"":2100,""installment_no"":51,""interest_paid"":1050}"
2020-03-18,4500.00,"Aporte Fundo Offshore Swissquote 3/2020",deposit,"Investimentos Externos","fbar,fatca,sankey,monte_carlo","{""jurisdicao_pais"":""Suiça"",""moeda"":""USD""}"
2020-03-14,255.00,"Abastecimento Posto Shell CAR01 (100350 km)",expense,"Frotas & Veículos","cpk,weibull,ubi,tco_vehicle","{""idveiculo"":""CAR01"",""perfil_msrp"":65000,""odometer"":100350}"
2020-03-27,273.00,"Abastecimento Posto Ipiranga CAR01 (101250 km)",expense,"Frotas & Veículos","cpk,weibull,ubi,tco_vehicle","{""idveiculo"":""CAR01"",""perfil_msrp"":65000,""odometer"":101250}"
2020-03-22,5100.00,"Depósito Judicial Trabalhista (ADC 58) Q1/2020",deposit,"Ações Judiciais","taxa_legal,adc_58,simples_nacional","{""data_ajuizamento"":""2019-04-10"",""data_vencimento"":""2020-01-15""}"
2020-04-05,79500.00,"Faturamento PME Mensal 4/2020",revenue,"Receita de Vendas","ncg,welford,rolling_margin","{""massa_salarial_12"":128000,""receita_bruta_12"":954000}"
2020-04-08,9600.00,"Folha Pro-Labore Administrador 4/2020",expense,"Retiradas","fator_r,irpf_2026,simples_nacional","{""massa_salarial_12"":128000,""receita_bruta_12"":954000}"
2020-04-12,3035.00,"Financiamento Imóvel SAC Parcela 52/120",expense,"Imóveis","sistema_sac,cap_rate,ross_heidecke","{""property_value"":350000,""monthly_rent"":2100,""installment_no"":52,""interest_paid"":1035}"
2020-04-18,4500.00,"Aporte Fundo Offshore Swissquote 4/2020",deposit,"Investimentos Externos","fbar,fatca,sankey,monte_carlo","{""jurisdicao_pais"":""Suiça"",""moeda"":""USD""}"
2020-04-14,260.00,"Abastecimento Posto Shell CAR01 (102100 km)",expense,"Frotas & Veículos","cpk,weibull,ubi,tco_vehicle","{""idveiculo"":""CAR01"",""perfil_msrp"":65000,""odometer"":102100}"
2020-04-27,279.00,"Abastecimento Posto Ipiranga CAR01 (103000 km)",expense,"Frotas & Veículos","cpk,weibull,ubi,tco_vehicle","{""idveiculo"":""CAR01"",""perfil_msrp"":65000,""odometer"":103000}"
2020-05-05,82000.00,"Faturamento PME Mensal 5/2020",revenue,"Receita de Vendas","ncg,welford,rolling_margin","{""massa_salarial_12"":128000,""receita_bruta_12"":984000}"
2020-05-08,9600.00,"Folha Pro-Labore Administrador 5/2020",expense,"Retiradas","fator_r,irpf_2026,simples_nacional","{""massa_salarial_12"":128000,""receita_bruta_12"":984000}"
2020-05-12,3020.00,"Financiamento Imóvel SAC Parcela 53/120",expense,"Imóveis","sistema_sac,cap_rate,ross_heidecke","{""property_value"":350000,""monthly_rent"":2100,""installment_no"":53,""interest_paid"":1020}"
2020-05-18,4500.00,"Aporte Fundo Offshore Swissquote 5/2020",deposit,"Investimentos Externos","fbar,fatca,sankey,monte_carlo","{""jurisdicao_pais"":""Suiça"",""moeda"":""USD""}"
2020-05-14,265.00,"Abastecimento Posto Shell CAR01 (103850 km)",expense,"Frotas & Veículos","cpk,weibull,ubi,tco_vehicle","{""idveiculo"":""CAR01"",""perfil_msrp"":65000,""odometer"":103850}"
2020-05-27,285.00,"Abastecimento Posto Ipiranga CAR01 (104750 km)",expense,"Frotas & Veículos","cpk,weibull,ubi,tco_vehicle","{""idveiculo"":""CAR01"",""perfil_msrp"":65000,""odometer"":104750}"
2020-06-05,77000.00,"Faturamento PME Mensal 6/2020",revenue,"Receita de Vendas","ncg,welford,rolling_margin","{""massa_salarial_12"":128000,""receita_bruta_12"":924000}"
2020-06-08,9600.00,"Folha Pro-Labore Administrador 6/2020",expense,"Retiradas","fator_r,irpf_2026,simples_nacional","{""massa_salarial_12"":128000,""receita_bruta_12"":924000}"
2020-06-12,3005.00,"Financiamento Imóvel SAC Parcela 54/120",expense,"Imóveis","sistema_sac,cap_rate,ross_heidecke","{""property_value"":350000,""monthly_rent"":2100,""installment_no"":54,""interest_paid"":1005}"
2020-06-18,4500.00,"Aporte Fundo Offshore Swissquote 6/2020",deposit,"Investimentos Externos","fbar,fatca,sankey,monte_carlo","{""jurisdicao_pais"":""Suiça"",""moeda"":""USD""}"
2020-06-14,270.00,"Abastecimento Posto Shell CAR01 (105600 km)",expense,"Frotas & Veículos","cpk,weibull,ubi,tco_vehicle","{""idveiculo"":""CAR01"",""perfil_msrp"":65000,""odometer"":105600}"
2020-06-27,291.00,"Abastecimento Posto Ipiranga CAR01 (106500 km)",expense,"Frotas & Veículos","cpk,weibull,ubi,tco_vehicle","{""idveiculo"":""CAR01"",""perfil_msrp"":65000,""odometer"":106500}"
2020-06-22,5100.00,"Depósito Judicial Trabalhista (ADC 58) Q2/2020",deposit,"Ações Judiciais","taxa_legal,adc_58,simples_nacional","{""data_ajuizamento"":""2019-04-10"",""data_vencimento"":""2020-01-15""}"
2020-07-05,79500.00,"Faturamento PME Mensal 7/2020",revenue,"Receita de Vendas","ncg,welford,rolling_margin","{""massa_salarial_12"":128000,""receita_bruta_12"":954000}"
2020-07-08,9600.00,"Folha Pro-Labore Administrador 7/2020",expense,"Retiradas","fator_r,irpf_2026,simples_nacional","{""massa_salarial_12"":128000,""receita_bruta_12"":954000}"
2020-07-12,2990.00,"Financiamento Imóvel SAC Parcela 55/120",expense,"Imóveis","sistema_sac,cap_rate,ross_heidecke","{""property_value"":350000,""monthly_rent"":2100,""installment_no"":55,""interest_paid"":990}"
2020-07-18,4500.00,"Aporte Fundo Offshore Swissquote 7/2020",deposit,"Investimentos Externos","fbar,fatca,sankey,monte_carlo","{""jurisdicao_pais"":""Suiça"",""moeda"":""USD""}"
2020-07-14,275.00,"Abastecimento Posto Shell CAR01 (107350 km)",expense,"Frotas & Veículos","cpk,weibull,ubi,tco_vehicle","{""idveiculo"":""CAR01"",""perfil_msrp"":65000,""odometer"":107350}"
2020-07-27,297.00,"Abastecimento Posto Ipiranga CAR01 (108250 km)",expense,"Frotas & Veículos","cpk,weibull,ubi,tco_vehicle","{""idveiculo"":""CAR01"",""perfil_msrp"":65000,""odometer"":108250}"
2020-08-05,82000.00,"Faturamento PME Mensal 8/2020",revenue,"Receita de Vendas","ncg,welford,rolling_margin","{""massa_salarial_12"":128000,""receita_bruta_12"":984000}"
2020-08-08,9600.00,"Folha Pro-Labore Administrador 8/2020",expense,"Retiradas","fator_r,irpf_2026,simples_nacional","{""massa_salarial_12"":128000,""receita_bruta_12"":984000}"
2020-08-12,2975.00,"Financiamento Imóvel SAC Parcela 56/120",expense,"Imóveis","sistema_sac,cap_rate,ross_heidecke","{""property_value"":350000,""monthly_rent"":2100,""installment_no"":56,""interest_paid"":975}"
2020-08-18,4500.00,"Aporte Fundo Offshore Swissquote 8/2020",deposit,"Investimentos Externos","fbar,fatca,sankey,monte_carlo","{""jurisdicao_pais"":""Suiça"",""moeda"":""USD""}"
2020-08-14,280.00,"Abastecimento Posto Shell CAR01 (109100 km)",expense,"Frotas & Veículos","cpk,weibull,ubi,tco_vehicle","{""idveiculo"":""CAR01"",""perfil_msrp"":65000,""odometer"":109100}"
2020-08-27,303.00,"Abastecimento Posto Ipiranga CAR01 (110000 km)",expense,"Frotas & Veículos","cpk,weibull,ubi,tco_vehicle","{""idveiculo"":""CAR01"",""perfil_msrp"":65000,""odometer"":110000}"
2020-09-05,77000.00,"Faturamento PME Mensal 9/2020",revenue,"Receita de Vendas","ncg,welford,rolling_margin","{""massa_salarial_12"":128000,""receita_bruta_12"":924000}"
2020-09-08,9600.00,"Folha Pro-Labore Administrador 9/2020",expense,"Retiradas","fator_r,irpf_2026,simples_nacional","{""massa_salarial_12"":128000,""receita_bruta_12"":924000}"
2020-09-12,2960.00,"Financiamento Imóvel SAC Parcela 57/120",expense,"Imóveis","sistema_sac,cap_rate,ross_heidecke","{""property_value"":350000,""monthly_rent"":2100,""installment_no"":57,""interest_paid"":960}"
2020-09-18,4500.00,"Aporte Fundo Offshore Swissquote 9/2020",deposit,"Investimentos Externos","fbar,fatca,sankey,monte_carlo","{""jurisdicao_pais"":""Suiça"",""moeda"":""USD""}"
2020-09-14,285.00,"Abastecimento Posto Shell CAR01 (110850 km)",expense,"Frotas & Veículos","cpk,weibull,ubi,tco_vehicle","{""idveiculo"":""CAR01"",""perfil_msrp"":65000,""odometer"":110850}"
2020-09-27,309.00,"Abastecimento Posto Ipiranga CAR01 (111750 km)",expense,"Frotas & Veículos","cpk,weibull,ubi,tco_vehicle","{""idveiculo"":""CAR01"",""perfil_msrp"":65000,""odometer"":111750}"
2020-09-22,5100.00,"Depósito Judicial Trabalhista (ADC 58) Q3/2020",deposit,"Ações Judiciais","taxa_legal,adc_58,simples_nacional","{""data_ajuizamento"":""2019-04-10"",""data_vencimento"":""2020-01-15""}"
2020-10-05,79500.00,"Faturamento PME Mensal 10/2020",revenue,"Receita de Vendas","ncg,welford,rolling_margin","{""massa_salarial_12"":128000,""receita_bruta_12"":954000}"
2020-10-08,9600.00,"Folha Pro-Labore Administrador 10/2020",expense,"Retiradas","fator_r,irpf_2026,simples_nacional","{""massa_salarial_12"":128000,""receita_bruta_12"":954000}"
2020-10-12,2945.00,"Financiamento Imóvel SAC Parcela 58/120",expense,"Imóveis","sistema_sac,cap_rate,ross_heidecke","{""property_value"":350000,""monthly_rent"":2100,""installment_no"":58,""interest_paid"":945}"
2020-10-18,4500.00,"Aporte Fundo Offshore Swissquote 10/2020",deposit,"Investimentos Externos","fbar,fatca,sankey,monte_carlo","{""jurisdicao_pais"":""Suiça"",""moeda"":""USD""}"
2020-10-14,290.00,"Abastecimento Posto Shell CAR01 (112600 km)",expense,"Frotas & Veículos","cpk,weibull,ubi,tco_vehicle","{""idveiculo"":""CAR01"",""perfil_msrp"":65000,""odometer"":112600}"
2020-10-27,315.00,"Abastecimento Posto Ipiranga CAR01 (113500 km)",expense,"Frotas & Veículos","cpk,weibull,ubi,tco_vehicle","{""idveiculo"":""CAR01"",""perfil_msrp"":65000,""odometer"":113500}"
2020-11-05,82000.00,"Faturamento PME Mensal 11/2020",revenue,"Receita de Vendas","ncg,welford,rolling_margin","{""massa_salarial_12"":128000,""receita_bruta_12"":984000}"
2020-11-08,9600.00,"Folha Pro-Labore Administrador 11/2020",expense,"Retiradas","fator_r,irpf_2026,simples_nacional","{""massa_salarial_12"":128000,""receita_bruta_12"":984000}"
2020-11-12,2930.00,"Financiamento Imóvel SAC Parcela 59/120",expense,"Imóveis","sistema_sac,cap_rate,ross_heidecke","{""property_value"":350000,""monthly_rent"":2100,""installment_no"":59,""interest_paid"":930}"
2020-11-18,4500.00,"Aporte Fundo Offshore Swissquote 11/2020",deposit,"Investimentos Externos","fbar,fatca,sankey,monte_carlo","{""jurisdicao_pais"":""Suiça"",""moeda"":""USD""}"
2020-11-14,295.00,"Abastecimento Posto Shell CAR01 (114350 km)",expense,"Frotas & Veículos","cpk,weibull,ubi,tco_vehicle","{""idveiculo"":""CAR01"",""perfil_msrp"":65000,""odometer"":114350}"
2020-11-27,321.00,"Abastecimento Posto Ipiranga CAR01 (115250 km)",expense,"Frotas & Veículos","cpk,weibull,ubi,tco_vehicle","{""idveiculo"":""CAR01"",""perfil_msrp"":65000,""odometer"":115250}"
2020-12-05,77000.00,"Faturamento PME Mensal 12/2020",revenue,"Receita de Vendas","ncg,welford,rolling_margin","{""massa_salarial_12"":128000,""receita_bruta_12"":924000}"
2020-12-08,9600.00,"Folha Pro-Labore Administrador 12/2020",expense,"Retiradas","fator_r,irpf_2026,simples_nacional","{""massa_salarial_12"":128000,""receita_bruta_12"":924000}"
2020-12-12,2915.00,"Financiamento Imóvel SAC Parcela 60/120",expense,"Imóveis","sistema_sac,cap_rate,ross_heidecke","{""property_value"":350000,""monthly_rent"":2100,""installment_no"":60,""interest_paid"":915}"
2020-12-18,4500.00,"Aporte Fundo Offshore Swissquote 12/2020",deposit,"Investimentos Externos","fbar,fatca,sankey,monte_carlo","{""jurisdicao_pais"":""Suiça"",""moeda"":""USD""}"
2020-12-14,300.00,"Abastecimento Posto Shell CAR01 (116100 km)",expense,"Frotas & Veículos","cpk,weibull,ubi,tco_vehicle","{""idveiculo"":""CAR01"",""perfil_msrp"":65000,""odometer"":116100}"
2020-12-27,327.00,"Abastecimento Posto Ipiranga CAR01 (117000 km)",expense,"Frotas & Veículos","cpk,weibull,ubi,tco_vehicle","{""idveiculo"":""CAR01"",""perfil_msrp"":65000,""odometer"":117000}"
2020-12-22,5100.00,"Depósito Judicial Trabalhista (ADC 58) Q4/2020",deposit,"Ações Judiciais","taxa_legal,adc_58,simples_nacional","{""data_ajuizamento"":""2019-04-10"",""data_vencimento"":""2020-01-15""}"
2021-01-05,87500.00,"Faturamento PME Mensal 1/2021",revenue,"Receita de Vendas","ncg,welford,rolling_margin","{""massa_salarial_12"":140000,""receita_bruta_12"":1050000}"
2021-01-08,10500.00,"Folha Pro-Labore Administrador 1/2021",expense,"Retiradas","fator_r,irpf_2026,simples_nacional","{""massa_salarial_12"":140000,""receita_bruta_12"":1050000}"
2021-01-12,2900.00,"Financiamento Imóvel SAC Parcela 61/120",expense,"Imóveis","sistema_sac,cap_rate,ross_heidecke","{""property_value"":350000,""monthly_rent"":2100,""installment_no"":61,""interest_paid"":900}"
2021-01-18,5000.00,"Aporte Fundo Offshore Swissquote 1/2021",deposit,"Investimentos Externos","fbar,fatca,sankey,monte_carlo","{""jurisdicao_pais"":""Suiça"",""moeda"":""USD""}"
2021-01-14,245.00,"Abastecimento Posto Shell CAR01 (117850 km)",expense,"Frotas & Veículos","cpk,weibull,ubi,tco_vehicle","{""idveiculo"":""CAR01"",""perfil_msrp"":65000,""odometer"":117850}"
2021-01-27,261.00,"Abastecimento Posto Ipiranga CAR01 (118750 km)",expense,"Frotas & Veículos","cpk,weibull,ubi,tco_vehicle","{""idveiculo"":""CAR01"",""perfil_msrp"":65000,""odometer"":118750}"
2021-02-05,90000.00,"Faturamento PME Mensal 2/2021",revenue,"Receita de Vendas","ncg,welford,rolling_margin","{""massa_salarial_12"":140000,""receita_bruta_12"":1080000}"
2021-02-08,10500.00,"Folha Pro-Labore Administrador 2/2021",expense,"Retiradas","fator_r,irpf_2026,simples_nacional","{""massa_salarial_12"":140000,""receita_bruta_12"":1080000}"
2021-02-12,2885.00,"Financiamento Imóvel SAC Parcela 62/120",expense,"Imóveis","sistema_sac,cap_rate,ross_heidecke","{""property_value"":350000,""monthly_rent"":2100,""installment_no"":62,""interest_paid"":885}"
2021-02-18,5000.00,"Aporte Fundo Offshore Swissquote 2/2021",deposit,"Investimentos Externos","fbar,fatca,sankey,monte_carlo","{""jurisdicao_pais"":""Suiça"",""moeda"":""USD""}"
2021-02-14,250.00,"Abastecimento Posto Shell CAR01 (119600 km)",expense,"Frotas & Veículos","cpk,weibull,ubi,tco_vehicle","{""idveiculo"":""CAR01"",""perfil_msrp"":65000,""odometer"":119600}"
2021-02-27,267.00,"Abastecimento Posto Ipiranga CAR01 (120500 km)",expense,"Frotas & Veículos","cpk,weibull,ubi,tco_vehicle","{""idveiculo"":""CAR01"",""perfil_msrp"":65000,""odometer"":120500}"
2021-03-05,85000.00,"Faturamento PME Mensal 3/2021",revenue,"Receita de Vendas","ncg,welford,rolling_margin","{""massa_salarial_12"":140000,""receita_bruta_12"":1020000}"
2021-03-08,10500.00,"Folha Pro-Labore Administrador 3/2021",expense,"Retiradas","fator_r,irpf_2026,simples_nacional","{""massa_salarial_12"":140000,""receita_bruta_12"":1020000}"
2021-03-12,2870.00,"Financiamento Imóvel SAC Parcela 63/120",expense,"Imóveis","sistema_sac,cap_rate,ross_heidecke","{""property_value"":350000,""monthly_rent"":2100,""installment_no"":63,""interest_paid"":870}"
2021-03-18,5000.00,"Aporte Fundo Offshore Swissquote 3/2021",deposit,"Investimentos Externos","fbar,fatca,sankey,monte_carlo","{""jurisdicao_pais"":""Suiça"",""moeda"":""USD""}"
2021-03-14,255.00,"Abastecimento Posto Shell CAR01 (121350 km)",expense,"Frotas & Veículos","cpk,weibull,ubi,tco_vehicle","{""idveiculo"":""CAR01"",""perfil_msrp"":65000,""odometer"":121350}"
2021-03-27,273.00,"Abastecimento Posto Ipiranga CAR01 (122250 km)",expense,"Frotas & Veículos","cpk,weibull,ubi,tco_vehicle","{""idveiculo"":""CAR01"",""perfil_msrp"":65000,""odometer"":122250}"
2021-03-22,5500.00,"Depósito Judicial Trabalhista (ADC 58) Q1/2021",deposit,"Ações Judiciais","taxa_legal,adc_58,simples_nacional","{""data_ajuizamento"":""2020-04-10"",""data_vencimento"":""2021-01-15""}"
2021-04-05,87500.00,"Faturamento PME Mensal 4/2021",revenue,"Receita de Vendas","ncg,welford,rolling_margin","{""massa_salarial_12"":140000,""receita_bruta_12"":1050000}"
2021-04-08,10500.00,"Folha Pro-Labore Administrador 4/2021",expense,"Retiradas","fator_r,irpf_2026,simples_nacional","{""massa_salarial_12"":140000,""receita_bruta_12"":1050000}"
2021-04-12,2855.00,"Financiamento Imóvel SAC Parcela 64/120",expense,"Imóveis","sistema_sac,cap_rate,ross_heidecke","{""property_value"":350000,""monthly_rent"":2100,""installment_no"":64,""interest_paid"":855}"
2021-04-18,5000.00,"Aporte Fundo Offshore Swissquote 4/2021",deposit,"Investimentos Externos","fbar,fatca,sankey,monte_carlo","{""jurisdicao_pais"":""Suiça"",""moeda"":""USD""}"
2021-04-14,260.00,"Abastecimento Posto Shell CAR01 (123100 km)",expense,"Frotas & Veículos","cpk,weibull,ubi,tco_vehicle","{""idveiculo"":""CAR01"",""perfil_msrp"":65000,""odometer"":123100}"
